262573599,-12.112210,-77.023453
262573613,-12.113248,-77.023372
262573650,-12.113018,-77.020219
262573758,-12.113371,-77.023353
262573759,-12.113301,-77.022315
262574003,-12.117060,-77.018306
262574004,-12.116215,-77.018320
262574005,-12.115466,-77.018345
262574006,-12.114772,-77.018354
262574014,-12.114108,-77.019026
262574015,-12.114180,-77.020065
262574016,-12.114238,-77.021121
262574018,-12.114397,-77.023204
262574019,-12.114470,-77.024239
262574020,-12.114525,-77.025273
262574026,-12.114807,-77.018918
262574027,-12.114887,-77.019960
262574028,-12.114952,-77.020994
262574029,-12.115021,-77.022045
262574030,-12.115092,-77.023097
262574031,-12.115130,-77.024136
262574032,-12.115143,-77.025177
262574048,-12.115494,-77.018801
262574049,-12.115575,-77.019837
262574050,-12.115651,-77.020882
262574051,-12.115725,-77.021931
262574052,-12.115794,-77.022989
262574053,-12.115862,-77.024021
262574054,-12.115929,-77.025074
262574062,-12.116235,-77.018677
262574063,-12.116315,-77.019724
262574064,-12.116385,-77.020774
262574065,-12.116465,-77.021815
262574066,-12.116548,-77.022860
262574067,-12.116614,-77.023910
262574068,-12.116677,-77.024944
262574069,-12.116669,-77.025886
262574070,-12.117498,-77.025944
262574071,-12.117513,-77.024807
262574072,-12.117439,-77.023771
262574073,-12.117357,-77.022734
262574074,-12.117295,-77.021697
262574077,-12.117152,-77.019591
262574078,-12.117071,-77.018517
262574082,-12.118351,-77.023631
262574085,-12.118144,-77.020501
262574086,-12.118078,-77.019444
262574093,-12.118845,-77.023568
262574094,-12.118773,-77.022509
262574095,-12.118707,-77.021471
262574097,-12.118573,-77.019365
262574141,-12.116974,-77.020408
262574142,-12.116931,-77.020447
262574144,-12.116973,-77.020895
262574145,-12.117040,-77.020950
262574146,-12.117470,-77.020896
262574147,-12.117509,-77.020830
262574149,-12.117471,-77.020365
262574150,-12.117440,-77.020338
262574317,-12.119677,-77.023429
263925602,-12.116918,-77.016484
263925605,-12.116094,-77.016592
263926091,-12.116067,-77.016092
263927021,-12.116159,-77.017643
263927053,-12.117012,-77.017489
2258342990,-12.116641,-77.022689
2932601704,-12.117053,-77.020911
2932601705,-12.117006,-77.020879
2932601707,-12.117017,-77.020426
2932601708,-12.117376,-77.020375
2932601709,-12.117444,-77.020414
2932601710,-12.117473,-77.020804
2932601711,-12.117421,-77.020873
2942706012,-12.116790,-77.023768
3247349577,-12.113150,-77.023384
3247349582,-12.113222,-77.020199
3247349590,-12.113305,-77.021254
3247349594,-12.113371,-77.022304
3247349598,-12.113443,-77.023341
3247349603,-12.113521,-77.024384
3247349681,-12.117313,-77.022741
3247349683,-12.117424,-77.022723
3718590096,-12.115931,-77.025847
3718590098,-12.115135,-77.025796
4081637718,-12.116668,-77.025935
4081647451,-12.115931,-77.025805
4266807044,-12.114069,-77.018428
4266807045,-12.114775,-77.018407
4266807046,-12.115468,-77.018398
4266807047,-12.116218,-77.018365
4266807048,-12.117064,-77.018349
4347538916,-12.117134,-77.021727
4347538917,-12.118898,-77.021440
4347553460,-12.119395,-77.019238
4347734636,-12.114313,-77.022159
4347745930,-12.118268,-77.022581
4347745931,-12.118198,-77.021546
4347889549,-12.115437,-77.017747
4347902787,-12.119611,-77.022362
4351422460,-12.113444,-77.024394
4351422461,-12.113227,-77.021266
4407522518,-12.116969,-77.020479
4407522519,-12.116868,-77.020687
4407522524,-12.117277,-77.020359
4407522548,-12.116206,-77.018209
4497671091,-12.117023,-77.019549
4551591643,-12.117573,-77.023216
4551591644,-12.117893,-77.023172
4551591645,-12.117893,-77.023096
4551591646,-12.117576,-77.023143
4560922442,-12.116747,-77.024388
4560922443,-12.116491,-77.024330
4779628356,-12.114393,-77.024104
4949302282,-12.114975,-77.024268
5064811970,-12.116951,-77.020674
5064811971,-12.117194,-77.020370
5065301330,-12.117150,-77.020378
5065301331,-12.116945,-77.020605
5144120621,-12.117593,-77.021534
5298129571,-12.113160,-77.020208
5544598422,-12.115030,-77.021994
5544598423,-12.114495,-77.020019
5553477124,-12.117370,-77.021687
5594951503,-12.114429,-77.022514
5595045329,-12.116401,-77.023802
5595045333,-12.116170,-77.023860
5973315999,-12.113780,-77.019767
5973316000,-12.114106,-77.019730
5973316001,-12.114095,-77.019625
5973316002,-12.113768,-77.019662
6011429585,-12.117339,-77.021985
6064808969,-12.116188,-77.017997
6088926987,-12.116318,-77.023954
6088926988,-12.116535,-77.020747
6088926989,-12.115013,-77.021928
6088926998,-12.115083,-77.024143
6223368886,-12.117406,-77.022643
6459415385,-12.117208,-77.021615
7507277046,-12.117254,-77.022209
7513204611,-12.116187,-77.017977
